member_id,full_name,email,phone_number,gender,join_date,membership_type,status,home_branch,birth_year
464fa587,Yassine Amri,yassine.amri@gmail.com,+216 82288698,M,2024-03-01,Annual,Expired,Sfax_Center,1997
b2a7980d,Walid Amri,walid.amri@gmail.com,91128425,M,2022-03-24,Monthly,Active,Sousse Corniche,1997
a399a0cb,Skander Ferjani,skander.ferjani@gmail.com,62555314,M,2023-04-16,Student,Active,Sousse Corniche,1983
88b787e6,Sarra Bahri,sarra.bahrigmail.com,94827765,F,2024-11-07,6-MONTH,Active,Nabeul,1992
120bfac6,Skander Bouazizi,skander.bouazizi@gmail.com,92253286,M,2024-03-06,Student,Active,Sfax_Center,1976
6b5a28ad,Malek Hammami,malek.hammami@gmail.com,94495646,M,2023-07-20,6-Month,Cancelled,Sfax Center,1970
5f1e5ddc,Emna Mebarki,emna.mebarki@gmail.com,96207763,F,2024-01-25,Student,Cancelled,Tunis Lake,2001
ded1198f,Youssef Saidi,youssef.saidi@gmail.com,99911345,M,2024-04-10,6-Month,Active,Bizerte Port,1985
eb517e91,Aziz Hammami,aziz.hammami@gmail.com,70311918,M,2024-07-28,VIP,Active,Nabeul Plage,1988
acfc030a,Walid Khelifi,walid.khelifi@gmail.com,+216 99272205,M,2024-10-09,VIP,Expired,Nabeul Plage,1993
8915fba1,Bilel Bouazizi,bilel.bouazizi@gmail.com,91408437,M,2024-12-15,Student,Active,Bizerte Port,1997
b45e4a23,Aziz Hammami,aziz.hammami@gmail.com,90269426,M,2023-06-02,Student,Active,Nabeul,1986
83cbc914,Sarra Gharbi,sarra.gharbi@gmail.com,95499226,F,2022-06-12,Monthly,Active,Nabeul,1970
4a83eb2c,Nour Gharbi,nour.gharbi@gmail.com,48892324,F,2023-12-28,Student,Active,tunis lake,1990
20d78631,Emna Rezgui,emna.rezgui@gmail.com,90428139,F,2022-05-11,VIP,Expired,Tunis Lake,1994
3b193cda,Mariem Trabelsi,mariem.trabelsi@gmail.com,98996267,Femal,2022-09-10,6-Month,Active,Sfax Center,1985
b357874e,Salma Rezgui,salma.rezgui@gmail.com,99892898,F,2023-08-03,6-Month,Cancelled,Bizerte Port,1985
7b058813,Jasser Khelifi,jasser.khelifi@gmail.com,+216 38476942,M,2022-12-10,Annual,Cancelled,Sousse Corniche,1981
dc476d84,Skander Mebarki,skander.mebarki@gmail.com,94783998,M,2024-02-15,6-Month,Cancelled,Sousse Corniche,2005
a568d404,Hela Ferjani,hela.ferjani@gmail.com,99075061,F,2024-04-23,Student,Active,Nabeul Plage,1976
0d35cf6e,Mohamed Louati,mohamed.louati@gmail.com,91202971,M,2023-07-05,ANNUAL,Cancelled,Nabeul Plage,1983
714ff072,Ahmed Gharbi,ahmed.gharbi@gmail.com,93843876,M,2024-06-20,Student,Active,Nabeul Plage,2000
66c5fb6e,Imen Saidi,imen.saidi@gmail.com,+216 42248173,F,2024-01-30,Monthly,Active,Bizerte Port,1974
fee79538,Karim Hammami,karim.hammami@gmail.com,97751657,M,2022-02-05,Annual,Expired,Sousse Corniche,1992
2638ff07,Fatma Trabelsi,fatma.trabelsi@gmail.com,0021620859288,F,2024-12-25,6-MONTH,Active,Sousse,1998
3fb2bebc,Youssef Trabelsi,youssef.trabelsi@gmail.com,94147201,M,2024-03-10,VIP,Active,Sousse Corniche,1986
34a7ac78,Emna Mebarki,emna.mebarki@gmail.com,+216 96173157,F,2023-06-18,Monthly,Active,Tunis Lake,1999
e091a23c,Mohamed Gharbi,,99460551,M,2023-04-13,Student,Expired,Sousse,1997
d90985f3,Khaled Jaziri,khaled.jazirigmail.com,96023467,M,2023-10-15,Annual,Expired,tunis lake,1986
465ee6ac,Nour Rezgui,nour.rezgui@gmail.com,92109127,F,2023-04-13,VIP,Active,Sousse Corniche,1985
481663da,Omar Jaziri,omar.jaziri@gmail.com,96536343,M,2023-11-14,6-Month,Expired,Sousse Corniche,1972
32fe6272,Mariem Trabelsi,mariem.trabelsi@gmail.com,94207613,F,2022-11-23,6-Month,Cancelled,tunis lake,1988
1172c760,Salma Louati,salma.louati@gmail.com,99340644,F,2024-05-14,Annual,Cancelled,Tunis Lake,1972
3edb04ef,Sami Jaziri,sami.jaziri@gmail.com,02841430,M,2024-02-12,6-Month,Cancelled,Sousse Corniche,1991
cd63ce71,Hela Gharbi,hela.gharbi@gmail.com,90069745,F,2024-10-18,Student,Expired,Sousse,1971
7f20c678,Malek Mebarki,malek.mebarki@gmail.com,95566806,M,2022-12-12,6-Month,Active,Sousse,1976
1e7be14d,Aziz Louati,aziz.louati@gmail.com,+216 40098149,M,2023-12-29,Annual,Cancelled,Bizerte Port,1987
54587789,Mariem Louati,mariem.louati@gmail.com,94927960,F,2024-08-05,VIP,Active,Sfax_Center,1972
ff441c53,Yassine Mebarki,yassine.mebarki@gmail.com,0021671392591,M,2024-02-11,Student,Active,Sousse,1980
5d2b5164,Rania Hammami,rania.hammami@gmail.com,0021622622073,F,2022-04-21,Student,Active,Nabeul,1991
33a08bdc,Sarra Rezgui,sarra.rezgui@gmail.com,92739877,F,2023-02-19,Student,Active,Nabeul,1986
8df4bc3b,Nour Dridi,nour.dridi@gmail.com,+216 70847639,F,2022-07-10,VIP,Active,Nabeul Plage,1970
e6d8a2d2,Jasser Khelifi,jasser.khelifi@gmail.com,93215799,M,2022-08-20,VIP,Active,Sousse Corniche,1971
91e5ab15,Mohamed Bahri,mohamed.bahri@gmail.com,+216 15587435,M,2024-12-04,MONTHLY,Active,Sousse,1994
dc1a0233,Youssef Gharbi,youssef.gharbi@gmail.com,0021669090060,M,2024-11-16,Student,Cancelled,Nabeul Plage,1993
364a1211,Walid Dridi,walid.dridi@gmail.com,95941034,M,2024-06-12,Monthly,Active,Sousse,2004
255bc214,Youssef Dridi,,08782295,M,2022-09-08,Student,Cancelled,Sfax_Center,1978
